review,cluster
staff fabulous room exit door loud along loud air conditioner got no sleep first night second night tired shut air conditioning off read read less,1
nice hotel environment good breakfast restaurant staff read read less,0
pleasant comfortable stay read read less,0
disappointed level cleanliness well customer service rooms seems made paper hear every single detail room nextdoor literally everything read read less,1
property close airport staff nice accommodating property older outdoor entry room no elevators read read less,1
arrived late shuttle picked us quickly airport staff nice professional room good read read less,0
nice place small but center everything floor walk patio beer garden lobby great ribs proper manhattan read read less,0
small old rooms location great though read read less,0
property dire need renovation staff not friendly accommodating facility fee crazy but get pay suppose good rate midtown manhattan read read less,1
hotel advertised disney hotel not disappointed buses disney springs didn’t start disappointing read read less,1
room clean plenty towels pillows room bit dark but comfortable laundry facilities property great enjoyed pool area read read less,1
staffs nice elevator slow no blackout drapery everyone see room no privacy read read less,0
great time came orlando hit disney hotel within perfect walking distance downtown disney went pool one day it’s perfext kids ages read read less,1
nice read read less,0
late night parking bad if land later forget kind nearby parking read read less,1
everything great room qas amazinf qith great view except went go check per instructions said room wouldnt ready another hour make big fuss sudden room clean ready us read read less,1
good stay comfortable read read less,0
outdoor spaces property group best part location paved walk around small lakelagoon takes guest several different pools outdoor activities nightly fireworks nearby disney park light sky pools open late afterpark relaxation read read less,1
love proximity everythingtick took diner awesome read read less,0
best part hotel location room clean but lacking basic amenities coffee pot even cheap motels lobby beautiful but get upstairs least floor walls dingey everything looked run down charge hold bags waiting available room check also hit nyc pretty hard rarely room good location clean bed but thats read read less,1
room price acceptable but bathroom leaks rains not spacious compared rest size room location perfect tourist ideal sporting events madison square garden staff friendly however displayed poor communication skills check request overall would stay read read less,1
loved great service staff members able walk disney springs no problem will stay excellent read read less,0
pool staff tickets universal helpful read read less,0
front desk lady named ann page accommodating helped n answers needs even offered coffee she’s beyond compare receptionist hotels she’s keep gave read read less,1
family suites amazing plenty bed space double sinks kids loved bunk beds read read less,0
horrible read read less,0
good place stay if you’re flying san jose airport free shuttle nice restaurant site read read less,0
super comfy bed great black curtains powerful shower clean decent price would stay read read less,0
room close delivery area trucks coming starting early morning annoying bed extremely uncomfortable could barely get elevator total people get off us exit lastly room not really worth money read read less,1
difficult find even using gps isolated read read less,0
easy get off onto freeway room clean comfortable friendly staff restaurant excellent food compatible prices restaurant read read less,1
loved property center everything wanted cleanliness great everyone really nice helpful read read less,0
looks like time start redecorating guestrooms shower head rusty someone else’s hair bathroom floor not spot romantic get way but would adequate solo business trip read read less,1
staff checkin not welcoming hotel nice clean read read less,0
one best hotels ive ever stayed but wish toothpaste no toothpaste guest but still amazing hotel read read less,1
friendly helpful staff excellent service good location minute walk disneyland would return read read less,0
hotel actually nice enjoyed staying much pretty much two issues jacuzzipool area absolutely disgusting wife going entire area covered dirty towels empty glasses trash everywhere not mention jacuzzi pool yellow issue parking bill charged us obvious hidden fee occurred last day it’s fine charge but let us know ahead time read read less,1
need expedia contact hotel charge credit card read read less,0
beautiful hotel lots staff super friendly rooms nice beds super comfy thing didn’t like breakfast buffet bit pricey mediocre quality muffins bagels french toast stale food made fresh likeomelets pancakes waffles good but price point bit high great would definitely come back read read less,1
resort self beautiful room hand plain not cleaned well toilet splatter shower head covered slime drips coffee counter hairs sink floor not swept mopped vaccumed refridgerator dirty mirrors looked like pimple juice splatter disgusted top off offered not charge room but check battle services director recieved one night refund told night stay would comped dissapointed oh food terrible extremely priced read read less,1
one nicest properties i’ve stayed beautiful grounds clean rooms exceptional staff read read less,0
didn’t clean room whole time stayed call front desk towels night trying sleep cars parking lot playing loud music horrible read read less,1
not look pictures poor vacility read read less,0
rooms need improvements specifically bathroom dirty outdated read read less,0
view awesome facing empire state building thought could least coffee maker microwave room read read less,1
comfortable stay hotel within walking distance madison square garden plenty food shopping opportunities no complaints read read less,0
tiny room read read less,0
well stay property two consecutive years but first time placed us wing bottom floor buggy insects damp smelling will insist stay main building past never sub ground level rooms read read less,1
enjoyed disney store game room pool also liked little bakerystore inside lobby great location buses disneyworld convenient read read less,0
room warm beds uncomfortable whole room not clean area wasn’t quiet pool nice great atmosphere read read less,1
stayed right side hotelthis time left heard traffic mowing might add delivery trucks backing roomwe stayed nightsattending wdwnot much sleep stafffront desk people bellmen valet drivers professional kind us wyndham proud read read less,1
walking distance disney springs were—level p pool parking lot quiet didn’t hear noise read read less,1
nice safe affordable hotel otherwise expensive area booked arrived worried not everyone would get room explained due hotelscom overbooking careful arrive early call reconfirm read read less,1
staff limited hard find two working front desk poor customer service especially bigger gentleman down right rude told hot tub but order also told continental breakfast yet girl front desk rudely point bar grill parking lot went bar grill waited minutes seated still not told breakfast worked understaffed no poor customer service given menu ask continental breakfast worked included man helping grabbed menu said “continental” walked away little later received fruit surprisingly fresh hard pastry looked tasted day old coffee cup dirty not acknowledged rest visit not even thank etc way way room fair bathroom dirty old rust stains bar shower overall not great place stay will choose different hotel next time area read read less,1
price excellent read read less,0
wait receptionist return taking care something else checking nice facility friendly staff read read less,0
pleased stay went disneyland hotel new nice clean rooms location excellent full blocks park min walk restaurants nearby bar lobby deals breakfast also right across street walgreens cvs really sets hotel apart however customer service stacey staff really went way make us feel home well helped resolve important lost luggage issue us already left hotel fault will definitely staying future trips disneyland highly recommend property read read less,1
outdated decor makes feel bit dirty opened one drawers old plastic bags left previous guest bathroom door room door awkwardly placed parking seems excessive read read less,1
always love staying read read less,0
great location lots places eat tallest swing fun ride clean grounds well read read less,0
good thing front desk forgot give us stub free breakfast family enter restaurant gives us little inconvenient little children went back front desk office request stub actually little late appointment but ok read read less,1
great deal beautiful property wonderful amenities will definitely stay read read less,0
everything property great room service restaurants… read read less,0
location close airport convenient rooms nice supplied two towels noted reservation guests room staff friendly hallways little dated stains carpets restaurant good enjoyed food read read less,1
positive response quieter lot hotels near airport read read less,0
love wyndham garden chinatown close subway downtown offer stacey front desk wonderful helped us senior parents stay will return read read less,0
horrible hotel will never stay wyndham rooms really small bathroom covered mold rugs dirty outdated could go read read less,1
great location service hotel staff great well read read less,0
didnt like morning waiter not come take order eat one elses food charged food drink wouldnt stay expensive read read less,0
nice hotel within walking distance disney springs friendly staff clean rooms nice pool area welcoming atmosphere would definitely stay read read less,1
rooms old section hotel extremely long walk not accessible main bldg room cobwebs along ceiling walls beds carpenter ants crawling bathrooms read read less,1
liked location noisy night air conditioning must not work kept turning off every seconds wasn’t clean kept expected bathroom doesn’t fan mold growing corners rooms old need refurbishing read read less,1
nice property money grounds beautiful but rooms little worn fantastic location easy get around parks read read less,0
hotel need updating room decor plain tiredlooking though beds comfortable enough water pressure shower horrendous hot water barely worked stayed room facing pool loud music could clearly heard room could also hear people going conversations inside room husband commented property like carnival cruise read read less,1
staff friendly bed surprisingly good but furniture awful shape floors dirty everything generally shabby coffee cups never restocked though left towels hung day replaced rather reused read read less,1
room seemed clean bed comfortable everything else fine tried turn ac window unit way loud whole window vibrating no choice but turn off reported front desk told sorry that’s read read less,1
good location nice enough room helpful staff value money breakfast read read less,0
hotel staff helpful courteous buffet breakfast delicious many different choices well room comfortable wifi good many stores restaurants walking distance hotel pleasantly surprised find street parking front hotel didn’t end needing valet parking hotel provides bus stop close took us subway able go anywhere nyc would definitely stay read read less,1
location great visiting disney parks pretty quick walk minutes hotel seems newer updated room nice clean although seems like may smoking room past but not bad enough ask another room would definitely consider staying read read less,1
hotel poor shape windows dirtiest ive ever seen hotel staff still hasnt set clocks forward pool workout area rooms poorly designed read read less,1
easy checking even let check hour early read read less,0
nice clean hotel great amenities read read less,0
need makeup hallways lobby it’s beautiful read read less,0
stay relaxing view room absolutely amazing read read less,0
property nothing like photos room dirty bed bugs traveled around world stayed many different hotels far worst one rebook another hotel trip read read less,1
love location rooms confortable clean beds amazing t read read less,0
room small air condition wasn’t able control complained front desk told if wants upgrade room need pay read read less,1
clean comfortable v v read read less,0
jessica checked us outstanding professional read read less,0
dated toilet room need serious upgrade faucet knobs need vice grip open no counterspace bathroom overall blah stay read read less,1
rooms “historic” meaning pretty small little dinged but lobby neat service good location fantastic able walk everywhere business trip restaurants bit site seeing read read less,1
one set working outlets bathroom old outdated shower head malfunctioning second time stayed wyndham first time much better read read less,1
nice stay read read less,0
love location minute walk disney springs pool area great room bit dated but clean comfortable read read less,0
parking extra fees time checkin not aware read read less,0
older hotel read read less,0
good location easy access not care restaurant pricing well definitely use hotel facility san jose area read read less,0
not rely concierge hotel anything miserable whenever sought rest staff pleasant helpful read read less,0
no thing “premium” room not pay extra room called “premium” read read less,1
great location stay less block away penn station walk sightseeing area tourist msg macys times square madam tussauds great eateries along way read read less,0
great location near st johns easy access highway read read less,0
coffee maker not working price parking high read read less,0
great mediumsmall hotel easy walking distance disneyland amenities cleanliness good complaint strong odor cleaning product never really dissapated but coming back hotel august convenient read read less,1
location perfectvery close lot fun attractionst pools big gym great nice place stay orlando read read less,0
pretty standard hotel bigger property due buildings built length instead height pretty standard get charged security deposit get nightly charged delivered door night sleeping read read less,1
great families kids bunk beds alcove room great kids pools great food back bay poolside great frequent shuttle schedule would great second stay property will come read read less,1
clean hotel good surroundings didn’t time go pool but looked really fun read read less,1
good location wasnt happy tbe resort charge included price read read less,0
lobby pool area nice room clean but walk room felt unsafe older part hotel would not felt comfortable walking dark passed couple guys smoking bong outside door returned late park smelled pot afterwards walls thinheard everything next door valet attendants bell hop pool attendantsbar friendly helpful read read less,1
liked close within walking distance disney springs wished characters character breakfast also day arrived able eat breakfast still wide variety choices next time ate little earlier werent many choices feel didnt really get moneys worth day busing parks helpful although would nice if busing every minutes instead every minutes park openings closings buses extremely overcrowded rooms clean staff nice helpful will definitely plan staying hopefully next time come weather will warmer try really cool looking pool read read less,1
great overnight stay liked able walk across disney springs friendly staff check read read less,0
room dirty smelly move different room twice got reasonable clean room hotel staff didn’t upgrade us better room provide comp stay read read less,1
gave us upgrade accommodate last minute guest read read less,0
dont like fact no elevators also second time row visiting hotel woken way early disruptive guests already complained management received complementary breakfast ive stayed many hotels since last visit seems like walls paper thin not happy may final time stay family read read less,1
nice property staff rude inpatient times not helpful front desk busy computer ti answer questions waitress not listen explained sty hotel times repeatee room number argued manager came rescue read read less,1
no kettle room shabby olf teabag powdered whitener rather milk old coffee pod read read less,1
clean central everything within walking distance sights will definitely back super helpful friendly staff great food options site read read less,0
thanks making work family read read less,0
good location hotel tired dated staff friendly efficient resort fee bit expensive read read less,0
staff awesome especially bell service valet read read less,0
staff friendly helpful location great within walking distance disney springs read read less,0
misleading main hotel probably better rooms rooms valued old outdated accessed stairs tiny elevator also parking impossible plan valet service friendly location great not sure if would return read read less,1
rooms outdated nothing like pictures small room small beds paid self park came back one night no parking available said yeah happens sometimes elevators service overheard conversation since weren’t much complains rooms no need spend money updating disappointing wyndham hotel felt like super motel back day even nice read read less,1
daughter liked pool lot frustrated lack information parking everything else okay not stellar not bad sufficient customer service experience read read less,0
parking fee wasn’t aware aware resort fee hidden fees never fun read read less,1
less minute walk disney springs walkway street no traffic wait walking disney springs read read less,0
loved location property close disney springs fun evening entertainment disney springs ground level floor super convenient get lobby disney springs smoking area directly across us convenient pool close loved pool perfect year old room average size liked bathroom sliding door could quiet morning room small gap door floor think let bugs coming bathroom vents drains didn’t notice much bed area but bathroom terrible disgusting actually beds comfy clean daily cleaning staff didn’t great jobs felt like beds got made hotel character breakfast days week great not busy restaurant staff amazing would go back but inquire bugs small didn’t bother us kind flying insects love showrrs sinks read read less,1
wonderful customer service comfortable bed clean room loved character breakfast wasn’t sure expect staying disney springs area but pleasantly surprised read read less,1
overall great location bus service nice close disney springs pretty quiet but bite not provide anything exceptional besides location said no problems would stay if price similar read read less,1
fitness center needs attention workout bench needs updated not enough room work area read read less,0
room extremely dirty sofa bed unimaginable stains carpet extremely dirty smell read read less,1
hotel definitely needs upgrades peeling paint bathrooms flooring coming read read less,1
friendly staff clean not biggest rooms but adequate would stay read read less,0
place great no issues stay everyone nice helpful will stay it’s clean read read less,0
big property lots clean family friendly read read less,0
stay often time cobwebs corner lampshade split down side fall off guess person cleaned room surface stuff didnt look anything else kind disappointing read read less,1
hotel clean convenient get safe comfortable stay dollar read read less,0
landscape nice cleanliness area also good read read less,0
room smallgood locationnice friendly bar food average read read less,0
room bit small staff wonderful but room service disappointing read read less,0
location great room small but clean bathroom not counter inconvenient read read less,0
great location staff friendly room clean read read less,0
new yorker second home us return customers never disappoint truly classy place stay location can’t beat read read less,1
like location disney sorings disliked room right next dumpsters read read less,0
good living conditions，friendly staffs，convenient transportation read read less,0
awesome read read less,0
nice hotel close disney springs rooms adequate pool area first rate excellent value price enjoyed short walk disney springs read read less,0
worth impressed service staff helpful top everything stayed looking forward staying time paid off room nice bed clean well kept room thank much looking forward staying next time town read read less,1
comfortable bed but not clean floor bits hair wall floor bathroom staff lied phone hot tub operation said working not offered breakfast compensation lousy continental terrible customer service read read less,1
floors dirty blinds ripped read read less,0
room huge clean amenities nice pool large water temperature warm comfortable thing didnt like balcony not facing disneyland but parking lot sight barren read read less,1
it’s pretty old property tried sprucing inside rooms best aside complete remodel read read less,1
relatively quiet attractive grounds cleaning staff excellent read read less,0
clean updated hotel middle chinatown restaurants shopping close read read less,0
hotel vintage new york feel liked everything small issue water temperature shower hard adjust get right read read less,0
great hotel close disney attractions always friendly staff clean rooms read read less,0
perfect location if want stay “off site” but still super close walked disney springs walk used transportation tofrom parks honestly not different value resorts loved lobby staff hotel easy check incheck valet parking great per night site hotels charge anyway great coffee shop lobby grab n go restaurant site if needed disney springs short walk away pool gorgeous rooms definitely showing age i’m particular cleanliness must admit rooms outdated but clean double beds room room service menu didn’t use though decent sized room overall tad larger value resort rooms overall would absolutely stay i’m fussy if seeking luxury modern style upgrade if family budget but still want “resort fun feels” whyndham great option read read less,1
needs way self parking spots feel valet doesn’t need take much times park non parking spots full another get valet last two trips issues love conveniently close disney springs friendly staff read read less,1
beds comfortable but could hear neighbors walking around talking like room read read less,1
property clean inside but sometimes bottles cups grounds garden area staff excellent helped printing documents needed trip last morning assisted new transportation airport shuttle canceled will stay read read less,1
liked cleanliness property but disappointed gym monitors machines didnt work read read less,0
perfect location visiting family friendly staff clean property read read less,0
clean nice staff shower drain actually drains read read less,0
great stay room clean staff great would stay read read less,0
bad searves read read less,0
property quite dated could use sprucing price hallways heavily fragranced simple pieces disappointing broken hair dryer iron ironing board didn’t get replaced example will say staff friendly greeters disney world super nice helpful read read less,1
view roof parking garage also thought getting whirlpool tub ended bunk beds oh well hot tub pools made pleasant read read less,1
added resort fee parking fee almost one night major disappointment nice hotel but not get sucked low nightly rateit sham sorry wasted free night hotel guest next us slamming door hard shook wall bed woke us one night made absolute miserable stay read read less,1
stayed night heading san jose airport hotel offers shuttle miles away airport jordan helped us arrival fairly indifferent bordering rude upon return san jose airport followed instructions call shuddle ready minutes waiting called front desk told us they’d call driver find another minutes called said way long story short arrived airport hour sat waiting saw airport shuttles come times i’d definitely recommend hotel talked driver told us lunch break talked jordan front desk frustration short rude seemed like could really care less asked took long said didn’t know driver lunch break asked didn’t know said also break guess frustration lies fact every business functions employees breaks but apparently hotel shuts down employees take breaks room overpriced price leave car overnight would hope could get shuddle long day travel less hour definitely doesn’t deserve money read read less,1
hotel tent city right next enter rooms outside didn’t feel safe found another place stay can’t comment service might read read less,1
got room upgraded check great view uptown manhattan clean comfortable room shame fire alarm issues one nights read read less,0
wonderful location heart new york city convenient trains subway major shopping read read less,0
benefits disney resort without price convenient free transportation parks walking distance disney springs staff friendly helpful no need rent car staying if trip disney focused read read less,1
alot hidden fee even wanted charge wanted leave one day early would not let check one staff members rude but nice pool area thats enjoyed stay would not go back read read less,1
staff excellent made feel like one read read less,0
next disney springs nice friendly staff read read less,0
check earlier but feeas far traveled nyc thats first hotel charged earlier check hotels dont check if available rooms ready guess didntt like part but hotel nice read read less,1
good area convenient area lots shops restaurants read read less,0
place gives motel vibes don’t know if it’s area but outside looks outdated good job fooling modern look room floor dusty dirty even housekeeping came still dirty sheets also felt dirty curtains almost broke us trying close if you’re looking peaceful night sleep not place paper thin walls hear people down hallway hear room next door downstairs definitely not staying especially not charge night read read less,1
beautiful property excellent location good service read read less,0
location great however room dusty also told going charged per night deposit charged plus extra pretty much held money attractions parks also supposed pay property card charged prior checked read read less,1
wasn’t happy parking charges allergy free breakfast order minutes cook read read less,1
clean nice place no complaints read read less,0
liked location nice updated clean read read less,0
mini golf area ive never seen access pool jacuzzi read read less,0
really appreciated airport shuttle time if not bit early great restaurant bar not inviting nor tasty read read less,0
they’re don’t like i’m booked website they’re not happy we’re checking everything no i’m asking would check they’re worst service i’ve ever seen thanks support cooperation us read read less,1
stayed hotel location room small but nyc suspected part clean see noticable mold shower visible dustdirt vents however nice time staff friendly except wyndham desk people quickly reminded people tourist traps city trying sucker deal thats not really deal needed directions bathroom lobby pre registration woman ignores question son getting ready pee pants insteads tries sell tourist packages skip free gift stated tour room keep not worth hassle waiting watching struggle sales pitch got nyer attitude walked away found info desk helpful got key bathroom immediately felt safe secure hotel times employee checking keys make sure right people hotel strongly recommend diner attached hotel quick food friendly service perfect location events msg rangers game subway right outside couple blocks times square around corner macys small jaunt rockefeller center subway takes right world trade center minute walk statue liberty good location get around read read less,1
staff amazing efficient made check breeze happy willing help everything stayed lot hotels far no family will back read read less,1
room little smaller thought but didnt stay room much sleep ok read read less,0
excellent location clean rooms upgrade spacious room well worth helpful friendly staff read read less,0
hotel perfect place fantastic stay staff lovely read read less,0
property updated room dingy old check pleasant staff helpful read read less,0
room not ready time room smelled overly perfumes letter room stating water would cloudy due maintenance issue small bugs crawling around sink area dirty toilet tub overall disappointed not time complain desk checked took off epcot ad got back late checked next morning booked rooms parents husband self wanted lower price disney approved hotel could stay extensed magic hours disappointment next time i’ll pay extra bucks actual disney hotel waste bucks total read read less,1
great staff location read read less,0
noisy late night could hear guests us beside us read read less,1
hotel nice atmosphere beds comfortable complaints hotel no longer holds luggage if arrive early charge if checking early even if room already available not clean rooms daily make beds change towels read read less,1
nice pleasant it’s always clean n nice environment stay read read less,0
nice hotel area restaurants stores rooms small beds but good value read read less,0
two complaints not good internet services no bacon breakfast hand staff cool made feel part family read read less,0
wow really nice hotel think perfect personal touch shortly check front desk clerk called room make sure comfortable i’ve never hotel kind friendly staff loved water bottles room pretty thirsty long drive bed bed incredibly comfortable pillows amazingly soft wish could taken home one thing hotel could use free breakfast morning one thing family appreciates hotel overall great stay amazing staff room beautiful read read less,1
friendly staff clean comfortable excellent location read read less,0
stayed years ago time name hotel different anyway quality excellent read read less,0
nice hotel bad thing road construction read read less,0
stayed many times area perfect hotel feels safe hotel environment well maintained family friendly walking distance many restaurants activities reason rated categories red chair room appeared wet butt print stain needles say not sit read read less,1
clean enjoyed amentities walking distance anything beautiful pool read read less,0
adelphe bellman jennifer receptionist exceptional next steps rooms dont microwaves order guests heat food need leave rooms walk hotel lobby locate microwave anonymous location read read less,1
we’ve back resort three times great location shopping dining entertainment international drive easy freeway access rooms bright clean love thank read read less,1
walk lobby nice but get rooms completely different room looked clean but went bathroom tub dirty took shower water won’t drain wait water drain water completely drained tub disgusting walls paper thing could hear people room next us also loud music mangos night club across street room staff nice helpful but not best experience hotel read read less,1
love man made pond center property property clean read read less,0
checkin little disappointing tried check long day but told room unavailable traveling daughter’s volleyball team families got rooms stay pleasant pools great daughter friends blast read read less,1
amenities one place parks no need go anywhere else read read less,0
hotel clean nice pool kids house keeping either came early clean room really late parking machine didnt work if tried pay cc read read less,1
nice staff no microwave lounge permanently closed read read less,0
wouldve liked seen sort breakfast offered wouldnt pay normal street prices within hotel read read less,1
great location staff great nadine friendly helpful read read less,0
stayed nights sightsseeing aen best thing propinquity timesqare broadwayetc reasonable price if another opprtunity go new york would stay read read less,0
dirty read read less,0
nice pool area transportation fairly convenient walking distance disney springs nice stayed one pool side garden rooms thing really annoyed loud music playing down pool especially night luckily white noise machine drown kid could sleep but music playing sometimes read read less,1
good pool location services easy walk disney springs short ride disney studios epcot read read less,0
family friendly property beautiful read read less,0
flight rather delayed originally getting pretty late ended getting super late early morning still checked us no problem able get couple hours sleep housekeeping knock door rather early knocked times left no door hanger asking privacy kind annoying otherwise nice nap read read less,1
lobby nice along fresh hot coffee items available purchase would nice if healthier options addition items get lost traveling toothbrushes toothpaste read read less,1
it’s good fir rate read read less,0
nice place it’s restaurant nice read read less,0
excellent customer service skills personnel dealt made staying relaxed enjoyable read read less,0
love staying beds comfy shuttle tickets shuttle sold onsite within walking distance restaurants shops staff friendly hotel clean read read less,0
got right sea world tired looking nice place rest soon got took kids straight bathroom bathe found hairs tub tub also clogged water wouldn’t come down took bed get dressed found make sheets place nasty looked dirty around read read less,1
ok place close universal studios walking distance lots places eat room smells old lots noise middle night couldnt rest read read less,0
good location quick friendly check front desk read read less,0
room horrible killed spiders bathroom completely gross entire floor covered tiles shower didn’t thing prevent water coming water would fill entire floor nasty will never go back place not worth money spent “resort” read read less,1
little bit everything family oriented will come back read read less,0
open outdoorsy rooms clean stylish decor read read less,0
lovely hotel packed history character fabulous central location nice rooms fabulous highly recommended would return gladly read read less,0
convenient close everything tiny dated room extra day charge phone gym etc whether wanted not extra charge coffee machine anything room read read less,1
great location comfortable bedspillows no street noise showerwater temperature cold direct tv horrible coffee maker fridge absurd check upselling attempt slimey underhanded feeling baggage storage fee expensive stated reservation we’d arriving desk person made rude remark early arrival would not let us check good overall hotel bad desk staff attitude read read less,1
convenient location arrived penn station stay wanted go jfk hotel great location making travel connections read read less,0
clean property nice rooms wish showers smidgeon biggerbetter functioning read read less,0
basic hotel disney property good price read read less,0
super clean property comp coffee delicious read read less,0
hi read read less,0
liked everything it’s clean staff friendly shampoo conditioner etc shower read read less,0
rooms large bathroom spacious great location read read less,0
customer service cleanliness staff professional assisted neededed read read less,0
free parking easy convenient hot tub nice pool clean rooms modern clean easy min walk disney gates read read less,0
fabulous hotel well definitely stay read read less,0
check find floor dirty crumbs hair ground look like never mop also getting ready go bed sheets find nothing but bunch hair lik small crumbs bed kids can’t sleeo itching night bed sheets next morning made sure room service came clean change sheets instead nothing change bed sheets got made floor bathroom not even clean experience go somewhere else hotel not worth money also claims it’s resorts it’s like motel read read less,1
hotel really nice staff accomodating friendly dislike amount time spent trying get hotel key work side doors allowing entrance hotel read read less,1
difference details none hotel read read less,0
checkin took long room no view room not clean no hot water bought disney tickets hotel expedia representative gave us wrong tickets numbers link fadtpass caused us wait extra long park tried get help hotel but kept getting excuses could not help told would talk person bought wife got sick eating pool side restaurant read read less,1
staff restaurants valet services great definitely will return soon read read less,0
loved stay beautiful view room wonderfully clean room pools fun read read less,0
eh not going stay layout odd no elevator map doesn’t justice layout bedding stiff rooms dated yuck read read less,1
great location regards penn station carpet room soaked apparently overflowing toilet shower no one seemed know realize staff helpful remeding situation but kind gross read read less,1
small beds hot water went one day slow elevator housekeeping average great pools nice character breakfast close disney springs read read less,0
stayed years ago didnt see improvements wear tear rundown price will searching better hotel next trip read read less,0
motel hotel front desk staff pleasant valet staff fantastic room okay beds comfy but needs attention pealing paint bathroom walls thin hardly slept kids bouncing around next door running f around outside doors night room view not booked s garden view but parking lot added noice car locking beeping noises till morning careful unexpected fees well parking resort fees best part place right across street disney springs read read less,1
nice rooms good service close disney springs read read less,0
many extra charges check booked hotelscom think charged hotel able get refunded bugs carpet walls room no hot water first day probably won’t staying read read less,1
not like handicap room terrible shower soap not filled next day no wash clothes read read less,0
check told room wasn’t ready would check back later headed disney theme park postpone arrival time park wait available room insisted finally given room next maintenance storage closet room extremely dated smelled musty stains ceiling bathroom tile asked front desk another room adamantly told no available rooms asked speak supervisor manager told indisposed not available speak night heard couple sex awkward inappropriate additionally charged parking not disclosed time booked room read read less,1
like hotel right across street disney springs short walk read read less,0
alex front desk awesome made process easy treated like family id recommend location anyone read read less,0
day parking fee got bed bugs bites no refrigerator room read read less,0
loved place beautiful staff super polite nice but floors room dirty since traveling puppy couldnt let proper cleaning room but floor first got hotel really dirty thing didnt like booking said break fast included but if booking room includeds child not make sence hotel gives one free breakfast passed covers meal adult but not childs making pay plus tax childs break fast dislike much thing not like check day one lady staff checking rooms knocked room remind us check time day think knocked un necessary inconsiderate part wake someone early reminder like if didnt know like if passed check time rude besides points stayed hotel placent read read less,1
hotel pool super nice disliked per day resort fee per day parking shouldn’t parking included resort fee dislike hotels resort fees i’m already paying stay hotel shouldn’t included price resort fee parking fee plus tax much read read less,1
not like outdoor entrance room preferred breakfast read read less,0
nice hotel excellent location close everything read read less,0
friendly staff convenient location great views read read less,0
great location needs traveling business read read less,0
hotel nice conveniently located midtown one word warning room little smallish expected nyc hope stay read read less,0
room extremely noisy refrigerator constantly knocking guests loud hallways late night early morning bed extremely hard not good nights sleep read read less,1
no running water almost entire first day unaware taking place checked found note roomwe first told would minutes maintenance but ended majority day could not shower use bathroom went dinner nothing accommodate even refund resort fee would nice read read less,1
location right across streeet disney springs hotel lobby pool nice rooms ok little old outdated read read less,0
checked no hot water wait whole night take hot shower read read less,0
pool amazing but rooms outdated room servicing good but wish available restaurant upstairs ok but limited read read less,0
music pool super loud love music but found overdone annoying read read less,0
garden “wings” old motel style small dated rooms it’s fine spend night two but would not stay week long vacation read read less,1
close disney springs great bad room not got water first due leak but repaired also toilet not working got room but corrected overall kids liked i’m good read read less,1
nice hotel clean quiet location room qas little small but comfortable would stay read read less,0
service awesome front desk friendly helpful arrived minutes early instead us wait room ready employee upgraded us available suite read read less,1
clean good peeps b careful diney tix sale get see time share nightmare otherwise fine read read less,0
close proximity light rail clean room great service staff key card readers not functional though get new card almost every day neighborhood around hotel bit sketchy dont think id bring family read read less,1
stayed wyndham garden chinatown march cannot rate highly enough first time stayed midtown wary first but read excellent reviews gave try would never stay anywhere else new york hotel one everything room staff service rooftop bar beyond words would recommend hotel anyone looking perfect accommodation perfect location new york read read less,1
great location hotel staff friendly clean read read less,0
rooms small breakfast option would nice read read less,0
area nice but hotel old dirty spider web bed beds uncomfortable stayed disney springs area lot but never hotel read read less,1
arrived working day went take shower no hot water called desk said theyve issues due construction problems upset not told check take cold shower get ready go night next morning woke housekeeping knocking didnt make door fast enough opens door key asked im checking said check asked compensated not hot water told back card disappointed read read less,1
two boys ages pool great rooms little dated but okay but kids loved pool read read less,0
general feeling not maintained poorly ventilated bathroom room outlets didnt work surprise outside corridor read read less,1
rooms hotel extremely small room king sized bed pull couch supposedly slept but wasnt near enough storage space unpack let alone isnt actual closet room able hang wearing next day basically lived suitcases said staff friendly efficienttrue disney form although didnt use pool looked lovely disney springs easy walk great place kids adultsa huge bonus location read read less,1
great staff helpful really great time read read less,0
made reservation deluxe bed room got believe handicap bed room reason say shower made could roll no step down floor sunken down water would drain also asked woman leaving if deluxe room stated oh made reservation party said yes stated well got bed room dont believe deluxe room wall paper starting come off bathroom small room not happy camper thank read read less,1
filled minor inconveniences poorly built malfunctioning equipment russian roulette service quality lacked supplies poorly managed no parking read read less,1
family really enjoyed stay hotel clean great service within minute walk disneyland plan staying read read less,0
room spacious clean close disney shops quiet service good read read less,0
complaint hotel took bible replaced book buddhism read read less,0
place dirty not rooms looked like online read read less,0
wonderful property hugeand full activities whole family read read less,0
clean new modern decor staff helpful nice food property expensive water slides teens would nice read read less,0
need minor renovations but definitely worth price read read less,0
check ok but disappointed room location dark outside walls window noisy could hear outside noise like carts walls not insulated properly roomtoroom chatter big issue regarding lack diet soft drink cant sugar based sodas non friday night staff desk suggested could walk blocks away get suggested someone staff could go get brushed off curious checked saturday night see if stocked course no since really dont care guest needs checked sunday day early found another place standards not would expect wyndham will not stay area read read less,1
hotel staff pleasant helpful gracious much enjoyed room awesome view empire state building madison square garden one world trade center hotel great location read read less,0
